,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","Viscosity, cP",isomer_smiles#1,isomer_smiles#2,isomer_smiles#3,"VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,ind_syst
2530,THYMOL,1-TETRADECANOL,0,0.5,0.5,0,0,0,0,0,1,328.15,1.675974436,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCCO,,41.59526276,24.99336787,0,1.5,0.5,0.001503509,0.471926797,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,273
2531,THYMOL,1-TETRADECANOL,0,0.5,0.5,0,0,0,0,0,1,333.15,1.457684357,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCCO,,41.59526276,24.99336787,0,1.5,0.5,0.001503509,0.471926797,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,273
2532,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,5.891644212,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2533,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,303.15,5.509388337,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2534,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,308.15,5.117993812,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2535,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,313.15,4.779123493,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2536,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,318.15,4.430816799,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2537,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,323.15,4.166665224,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2538,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,328.15,3.883623531,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2539,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,333.15,3.624340933,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2540,Matrine,Decanoic acid,0,0.5,0.5,0,0,0,0,0,1,338.15,3.391147046,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCC(=O)O,,24.39289414,20.41526276,0,1.5,0.5,0.001768382,0.389859617,0,0,12.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,231
2541,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,298.15,5.855071922,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2542,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,303.15,5.463831805,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2543,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,308.15,5.099866428,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2544,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,313.15,4.770684624,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2545,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,318.15,4.430816799,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2546,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,323.15,4.171305603,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2547,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,328.15,3.908014984,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2548,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,333.15,3.602776755,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2549,Matrine,lauric acid,0,0.5,0.5,0,0,0,0,0,1,338.15,3.421000009,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCC(=O)O,,24.39289414,25.69431531,0,2,0.5,0.001358257,0.413445009,0,0,13.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,236
2550,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,298.15,5.874930731,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2551,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,303.15,5.472270674,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2552,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,308.15,5.123963979,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2553,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,313.15,4.795790546,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2554,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,318.15,4.48863637,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2555,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,323.15,4.210645018,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2556,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,328.15,3.955082495,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2557,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,333.15,3.703768067,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2558,Matrine,Tetradecanoic acid,0,0.5,0.5,0,0,0,0,0,1,338.15,3.47506723,C1C[C@@H]2[C@H]3CCCN4[C@H]3[C@@H](CCC4)CN2C(=O)C1,CCCCCCCCCCCCCC(=O)O,,24.39289414,30.97336787,0,1.5,0.5,0.000639732,0.654590273,0,0,14.5,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,235
2559,MENTHOL,camphor,0,0.5,0.5,0,0,0,0,0,1,298.15,2.995732274,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C,,16.61526276,30.75526276,0,1.5,1,0.002621173,0.665707917,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2560,alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,298.15,2.90690106,CC1=CCC(CC1)C(C)(C)O,CC1(C2CCC1(C(=O)C2)C)C,,28.57526276,30.75526276,0,1.5,1,0.003235973,0.531682207,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338
2561,alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,298.15,3.56671182,CC1=CCC(CC1)C(C)(C)O,CC1=CC(=C(C=C1)C(C)C)O,,28.57526276,41.59526276,0,1.5,1,0.003674476,0.378961079,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,337
2562,camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,298.15,3.456316681,CC1(C2CCC1(C(=O)C2)C)C,CC1=CC(=C(C=C1)C(C)C)O,,30.75526276,41.59526276,0,2,0,0.002862617,0.599298473,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351
2563,alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,298.15,3.871201011,CC1=CCC(CC1)C(C)(C)O,CC1CCC(C(C1)O)C(C)C,,28.57526276,16.61526276,0,1,2,0.003286753,0.429548536,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336
2564,Fenchol,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,298.15,4.041295341,CC1(C2CCC(C2)(C1O)C)C,CC1CCC(C(C1)O)C(C)C,,18.79526276,16.61526276,0,1,2.5,0.002450177,0.635938158,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
2565,coumarin,THYMOL,0,0.5,0.5,0,0,0,0,0,1,298.15,3.218875825,C1=CC=C2C(=C1)C=CC(=O)O2,CC1=CC(=C(C=C1)C(C)C)O,,48.17573649,41.59526276,0,2.5,0,0.003684467,0.39339268,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2566,Fenchol,THYMOL,0,0.5,0.5,0,0,0,0,0,1,298.15,3.493472658,CC1(C2CCC(C2)(C1O)C)C,CC1=CC(=C(C=C1)C(C)C)O,,18.79526276,41.59526276,0,1.5,1.5,0.0026901,0.571784986,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2567,MENTHOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,298.15,3.744787086,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,,16.61526276,41.59526276,0,1.5,1,0.002913318,0.482762465,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222
2568,MENTHOL,camphor,0,0.5,0.5,0,0,0,0,0,1,308.15,2.617395833,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C,,16.61526276,30.75526276,0,1.5,1,0.002621173,0.665707917,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2569,alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,308.15,2.624668592,CC1=CCC(CC1)C(C)(C)O,CC1(C2CCC1(C(=O)C2)C)C,,28.57526276,30.75526276,0,1.5,1,0.003235973,0.531682207,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338
2570,alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,308.15,3.0189604,CC1=CCC(CC1)C(C)(C)O,CC1=CC(=C(C=C1)C(C)C)O,,28.57526276,41.59526276,0,1.5,1,0.003674476,0.378961079,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,337
2571,camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,308.15,2.789322921,CC1(C2CCC1(C(=O)C2)C)C,CC1=CC(=C(C=C1)C(C)C)O,,30.75526276,41.59526276,0,2,0,0.002862617,0.599298473,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351
2572,alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,308.15,3.129826008,CC1=CCC(CC1)C(C)(C)O,CC1CCC(C(C1)O)C(C)C,,28.57526276,16.61526276,0,1,2,0.003286753,0.429548536,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336
2573,Fenchol,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,308.15,3.320348794,CC1(C2CCC(C2)(C1O)C)C,CC1CCC(C(C1)O)C(C)C,,18.79526276,16.61526276,0,1,2.5,0.002450177,0.635938158,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
2574,coumarin,THYMOL,0,0.5,0.5,0,0,0,0,0,1,308.15,2.821378886,C1=CC=C2C(=C1)C=CC(=O)O2,CC1=CC(=C(C=C1)C(C)C)O,,48.17573649,41.59526276,0,2.5,0,0.003684467,0.39339268,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2575,Fenchol,THYMOL,0,0.5,0.5,0,0,0,0,0,1,308.15,3.0301337,CC1(C2CCC(C2)(C1O)C)C,CC1=CC(=C(C=C1)C(C)C)O,,18.79526276,41.59526276,0,1.5,1.5,0.0026901,0.571784986,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2576,MENTHOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,308.15,3.095577609,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,,16.61526276,41.59526276,0,1.5,1,0.002913318,0.482762465,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222
2577,MENTHOL,camphor,0,0.5,0.5,0,0,0,0,0,1,313.15,2.602689685,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C,,16.61526276,30.75526276,0,1.5,1,0.002621173,0.665707917,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2578,alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,313.15,2.406945108,CC1=CCC(CC1)C(C)(C)O,CC1(C2CCC1(C(=O)C2)C)C,,28.57526276,30.75526276,0,1.5,1,0.003235973,0.531682207,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338
2579,alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,313.15,2.856470206,CC1=CCC(CC1)C(C)(C)O,CC1=CC(=C(C=C1)C(C)C)O,,28.57526276,41.59526276,0,1.5,1,0.003674476,0.378961079,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,337
2580,camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,313.15,2.766319109,CC1(C2CCC1(C(=O)C2)C)C,CC1=CC(=C(C=C1)C(C)C)O,,30.75526276,41.59526276,0,2,0,0.002862617,0.599298473,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351
2581,alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,313.15,2.939161922,CC1=CCC(CC1)C(C)(C)O,CC1CCC(C(C1)O)C(C)C,,28.57526276,16.61526276,0,1,2,0.003286753,0.429548536,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336
2582,Fenchol,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,313.15,3.234749174,CC1(C2CCC(C2)(C1O)C)C,CC1CCC(C(C1)O)C(C)C,,18.79526276,16.61526276,0,1,2.5,0.002450177,0.635938158,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
2583,coumarin,THYMOL,0,0.5,0.5,0,0,0,0,0,1,313.15,2.821378886,C1=CC=C2C(=C1)C=CC(=O)O2,CC1=CC(=C(C=C1)C(C)C)O,,48.17573649,41.59526276,0,2.5,0,0.003684467,0.39339268,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2584,Fenchol,THYMOL,0,0.5,0.5,0,0,0,0,0,1,313.15,3.339321978,CC1(C2CCC(C2)(C1O)C)C,CC1=CC(=C(C=C1)C(C)C)O,,18.79526276,41.59526276,0,1.5,1.5,0.0026901,0.571784986,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2585,MENTHOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,313.15,2.975529566,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,,16.61526276,41.59526276,0,1.5,1,0.002913318,0.482762465,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222
2586,MENTHOL,camphor,0,0.5,0.5,0,0,0,0,0,1,318.15,2.370243741,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C,,16.61526276,30.75526276,0,1.5,1,0.002621173,0.665707917,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2587,alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,318.15,2.388762789,CC1=CCC(CC1)C(C)(C)O,CC1(C2CCC1(C(=O)C2)C)C,,28.57526276,30.75526276,0,1.5,1,0.003235973,0.531682207,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338
2588,alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,318.15,2.714694744,CC1=CCC(CC1)C(C)(C)O,CC1=CC(=C(C=C1)C(C)C)O,,28.57526276,41.59526276,0,1.5,1,0.003674476,0.378961079,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,337
2589,camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,318.15,2.48740353,CC1(C2CCC1(C(=O)C2)C)C,CC1=CC(=C(C=C1)C(C)C)O,,30.75526276,41.59526276,0,2,0,0.002862617,0.599298473,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351
2590,alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,318.15,2.703372612,CC1=CCC(CC1)C(C)(C)O,CC1CCC(C(C1)O)C(C)C,,28.57526276,16.61526276,0,1,2,0.003286753,0.429548536,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336
2591,Fenchol,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,318.15,2.894253105,CC1(C2CCC(C2)(C1O)C)C,CC1CCC(C(C1)O)C(C)C,,18.79526276,16.61526276,0,1,2.5,0.002450177,0.635938158,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
2592,coumarin,THYMOL,0,0.5,0.5,0,0,0,0,0,1,318.15,2.610069793,C1=CC=C2C(=C1)C=CC(=O)O2,CC1=CC(=C(C=C1)C(C)C)O,,48.17573649,41.59526276,0,2.5,0,0.003684467,0.39339268,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2593,Fenchol,THYMOL,0,0.5,0.5,0,0,0,0,0,1,318.15,2.716679528,CC1(C2CCC(C2)(C1O)C)C,CC1=CC(=C(C=C1)C(C)C)O,,18.79526276,41.59526276,0,1.5,1.5,0.0026901,0.571784986,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2594,MENTHOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,318.15,2.753660712,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,,16.61526276,41.59526276,0,1.5,1,0.002913318,0.482762465,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222
2595,MENTHOL,camphor,0,0.5,0.5,0,0,0,0,0,1,333.15,1.945910149,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C,,16.61526276,30.75526276,0,1.5,1,0.002621173,0.665707917,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2596,alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,333.15,1.848454813,CC1=CCC(CC1)C(C)(C)O,CC1(C2CCC1(C(=O)C2)C)C,,28.57526276,30.75526276,0,1.5,1,0.003235973,0.531682207,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338
2597,alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,333.15,2.332143895,CC1=CCC(CC1)C(C)(C)O,CC1=CC(=C(C=C1)C(C)C)O,,28.57526276,41.59526276,0,1.5,1,0.003674476,0.378961079,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,337
2598,camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,333.15,2.122261539,CC1(C2CCC1(C(=O)C2)C)C,CC1=CC(=C(C=C1)C(C)C)O,,30.75526276,41.59526276,0,2,0,0.002862617,0.599298473,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351
2599,alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,333.15,2.459588842,CC1=CCC(CC1)C(C)(C)O,CC1CCC(C(C1)O)C(C)C,,28.57526276,16.61526276,0,1,2,0.003286753,0.429548536,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336
2600,Fenchol,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,333.15,2.533696814,CC1(C2CCC(C2)(C1O)C)C,CC1CCC(C(C1)O)C(C)C,,18.79526276,16.61526276,0,1,2.5,0.002450177,0.635938158,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180
2601,coumarin,THYMOL,0,0.5,0.5,0,0,0,0,0,1,333.15,2.351375257,C1=CC=C2C(=C1)C=CC(=O)O2,CC1=CC(=C(C=C1)C(C)C)O,,48.17573649,41.59526276,0,2.5,0,0.003684467,0.39339268,0,0,9.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,356
2602,Fenchol,THYMOL,0,0.5,0.5,0,0,0,0,0,1,333.15,2.351375257,CC1(C2CCC(C2)(C1O)C)C,CC1=CC(=C(C=C1)C(C)C)O,,18.79526276,41.59526276,0,1.5,1.5,0.0026901,0.571784986,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2603,MENTHOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,333.15,2.151762203,CC1CCC(C(C1)O)C(C)C,CC1=CC(=C(C=C1)C(C)C)O,,16.61526276,41.59526276,0,1.5,1,0.002913318,0.482762465,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,222
2604,MENTHOL,camphor,0,0.5,0.5,0,0,0,0,0,1,343.15,1.690095815,CC1CCC(C(C1)O)C(C)C,CC1(C2CCC1(C(=O)C2)C)C,,16.61526276,30.75526276,0,1.5,1,0.002621173,0.665707917,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225
2605,alpha-TERPINEOL,camphor,0,0.5,0.5,0,0,0,0,0,1,343.15,1.710187816,CC1=CCC(CC1)C(C)(C)O,CC1(C2CCC1(C(=O)C2)C)C,,28.57526276,30.75526276,0,1.5,1,0.003235973,0.531682207,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,338
2606,alpha-TERPINEOL,THYMOL,0,0.5,0.5,0,0,0,0,0,1,343.15,1.960094784,CC1=CCC(CC1)C(C)(C)O,CC1=CC(=C(C=C1)C(C)C)O,,28.57526276,41.59526276,0,1.5,1,0.003674476,0.378961079,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,337
2607,camphor,THYMOL,0,0.5,0.5,0,0,0,0,0,1,343.15,1.976854953,CC1(C2CCC1(C(=O)C2)C)C,CC1=CC(=C(C=C1)C(C)C)O,,30.75526276,41.59526276,0,2,0,0.002862617,0.599298473,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351
2608,alpha-TERPINEOL,MENTHOL,0,0.5,0.5,0,0,0,0,0,1,343.15,1.93874166,CC1=CCC(CC1)C(C)(C)O,CC1CCC(C(C1)O)C(C)C,,28.57526276,16.61526276,0,1,2,0.003286753,0.429548536,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,336
