,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","Density, g/cm^3",isomer_smiles#1,isomer_smiles#2,isomer_smiles#3,"VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Al,P,S,Cl,K,Fe,Cu,Zn,Br,ind_syst
1846,TETRAETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,308.15,1.1022,CC[N+](CC)(CC)CC.[Cl-],C[C@@H](C(=O)O)O,,-8.783789791,-4.041421172,0,2.667,0,0.00541751,0.291939675,0,0,4.665,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,231
1847,TETRAETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,1.099,CC[N+](CC)(CC)CC.[Cl-],C[C@@H](C(=O)O)O,,-8.783789791,-4.041421172,0,2.667,0,0.00541751,0.291939675,0,0,4.665,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,231
1848,TETRAETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,318.15,1.0958,CC[N+](CC)(CC)CC.[Cl-],C[C@@H](C(=O)O)O,,-8.783789791,-4.041421172,0,2.667,0,0.00541751,0.291939675,0,0,4.665,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,231
1849,TETRAMETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,293.15,1.1442,C[N+](C)(C)C.[Cl-],C[C@@H](C(=O)O)O,,-19.3418949,-4.041421172,0,2.667,0,0.008431323,0.354881942,0,0,3.333,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,233
1850,TETRAMETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,298.15,1.1408,C[N+](C)(C)C.[Cl-],C[C@@H](C(=O)O)O,,-19.3418949,-4.041421172,0,2.667,0,0.008431323,0.354881942,0,0,3.333,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,233
1851,TETRAMETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,303.15,1.1373,C[N+](C)(C)C.[Cl-],C[C@@H](C(=O)O)O,,-19.3418949,-4.041421172,0,2.667,0,0.008431323,0.354881942,0,0,3.333,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,233
1852,TETRAMETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,308.15,1.134,C[N+](C)(C)C.[Cl-],C[C@@H](C(=O)O)O,,-19.3418949,-4.041421172,0,2.667,0,0.008431323,0.354881942,0,0,3.333,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,233
1853,TETRAMETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,1.1307,C[N+](C)(C)C.[Cl-],C[C@@H](C(=O)O)O,,-19.3418949,-4.041421172,0,2.667,0,0.008431323,0.354881942,0,0,3.333,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,233
1854,TETRAMETHYLAMMONIUM CHLORIDE,L-Lactic acid,0,0.333,0.667,0,0,0,1,0,0,318.15,1.1274,C[N+](C)(C)C.[Cl-],C[C@@H](C(=O)O)O,,-19.3418949,-4.041421172,0,2.667,0,0.008431323,0.354881942,0,0,3.333,0.333,2.001,0,0,0,0,0.333,0,0,0,0,0,233
1855,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,288.15,1.0468,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1856,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,293.15,1.0436,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1857,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,298.15,1.0404,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1858,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,303.15,1.0371,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1859,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,308.15,1.0339,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1860,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,313.15,1.0306,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1861,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,318.15,1.0273,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1862,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,323.15,1.024,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1863,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,328.15,1.0207,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1864,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,333.15,1.0176,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1865,Tetrabutylammonium chloride,PHENYLACETIC ACID,0,0.333,0.667,0,0,0,1,0,0,338.15,1.0143,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C1=CC=C(C=C1)CC(=O)O,,12.33242042,42.29621021,0,2,0.667,0.001437295,0.512479065,0,0,10.664,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,295
1866,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,288.15,0.9724,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1867,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,293.15,0.9692,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1868,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,298.15,0.9659,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1869,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,303.15,0.9627,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1870,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,308.15,0.9594,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1871,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,0.9561,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1872,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,318.15,0.9528,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1873,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,323.15,0.9495,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1874,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,328.15,0.9463,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1875,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,333.15,0.943,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1876,Tetrabutylammonium chloride,propionic acid,0,0.333,0.667,0,0,0,1,0,0,338.15,0.9397,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCC(=O)O,,12.33242042,1.938578828,0,2,0,0.001634568,0.571092895,0,0,7.329,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,298
1877,Tetraheptylammonium chloride,ibuprofen,0,0.7,0.3,0,0,0,1,0,0,298.15,0.892,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,44.00673573,55.49384159,0,2,0.3,0.000253329,0.68851844,0,0,23.5,0.7,0.6,0,0,0,0,0.7,0,0,0,0,0,307
1878,Tetraheptylammonium chloride,ibuprofen,0,0.7,0.3,0,0,0,1,0,0,313.15,0.882,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,44.00673573,55.49384159,0,2,0.3,0.000253329,0.68851844,0,0,23.5,0.7,0.6,0,0,0,0,0.7,0,0,0,0,0,307
1879,Tetraheptylammonium chloride,ibuprofen,0,0.7,0.3,0,0,0,1,0,0,328.15,0.873,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,44.00673573,55.49384159,0,2,0.3,0.000253329,0.68851844,0,0,23.5,0.7,0.6,0,0,0,0,0.7,0,0,0,0,0,307
1880,Tetraheptylammonium chloride,ibuprofen,0,0.7,0.3,0,0,0,1,0,0,343.15,0.863,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,44.00673573,55.49384159,0,2,0.3,0.000253329,0.68851844,0,0,23.5,0.7,0.6,0,0,0,0,0.7,0,0,0,0,0,307
1881,Tetraheptylammonium chloride,oleic acid,0,0.333,0.667,0,0,0,1,0,0,298.15,0.867,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCC/C=C\CCCCCCCC(=O)O,,44.00673573,53.49147297,0,2,0,0.000383035,0.537194311,0,0,21.33,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,308
1882,Tetraheptylammonium chloride,oleic acid,0,0.333,0.667,0,0,0,1,0,0,313.15,0.852,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCC/C=C\CCCCCCCC(=O)O,,44.00673573,53.49147297,0,2,0,0.000383035,0.537194311,0,0,21.33,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,308
1883,Tetraheptylammonium chloride,oleic acid,0,0.333,0.667,0,0,0,1,0,0,328.15,0.843,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCC/C=C\CCCCCCCC(=O)O,,44.00673573,53.49147297,0,2,0,0.000383035,0.537194311,0,0,21.33,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,308
1884,Tetraheptylammonium chloride,oleic acid,0,0.333,0.667,0,0,0,1,0,0,343.15,0.834,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],CCCCCCCC/C=C\CCCCCCCC(=O)O,,44.00673573,53.49147297,0,2,0,0.000383035,0.537194311,0,0,21.33,0.333,1.334,0,0,0,0,0.333,0,0,0,0,0,308
1885,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,293.15,1.0078,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1886,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,298.15,1.0045,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1887,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,303.15,1.0013,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1888,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,308.15,0.9983,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1889,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,313.15,0.9951,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1890,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,318.15,0.9919,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1891,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,323.15,0.9886,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1892,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,328.15,0.9854,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1893,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,333.15,0.9822,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1894,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,338.15,0.9789,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1895,Tetrahexylammonium bromide,ETHYLENE GLYCOL,0,0.333,0.667,0,0,0,1,0,0,343.15,0.9757,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(CO)O,,33.44863063,-12.66094745,0,2,0,0.000809139,0.450909707,0,0,9.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,309
1896,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,293.15,1.0458,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1897,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,298.15,1.0426,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1898,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,303.15,1.0393,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1899,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,308.15,1.036,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1900,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,313.15,1.0327,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1901,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,318.15,1.0295,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1902,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,323.15,1.0263,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1903,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,328.15,1.0231,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1904,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,333.15,1.02,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1905,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,338.15,1.0168,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1906,Tetrahexylammonium bromide,glycerol,0,0.333,0.667,0,0,0,1,0,0,343.15,1.0137,CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC.[Br-],C(C(CO)O)O,,33.44863063,-16.00142117,0,2.667,0,0.000766412,0.464175738,0,0,9.993,0.333,2.001,0,0,0,0,0,0,0,0,0,0.333,310
1907,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,293,0.9329,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1908,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,298,0.9296,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1909,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,303,0.9263,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1910,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,308,0.923,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1911,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,313,0.9197,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1912,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,318,0.9165,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1913,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,323,0.9132,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1914,Tetraoctylammonium bromide,Decanoic acid,0,0.333,0.667,0,0,0,1,0,0,328,0.91,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],CCCCCCCCCC(=O)O,,54.56484084,20.41526276,0,2,0,0.0003145,0.622875555,0,0,17.326,0.333,1.334,0,0,0,0,0,0,0,0,0,0.333,311
1915,CHOLINE CHLORIDE,oxalic acid,0,0.5,0.5,0,0,0,1,0,0,293.2,1.2713,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,,-22.68236862,-0.700947448,0,3.5,0,0.003779317,0.437609805,0,0,3.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,94
1916,CHOLINE CHLORIDE,oxalic acid,0,0.5,0.5,0,0,0,1,0,0,303.2,1.264,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,,-22.68236862,-0.700947448,0,3.5,0,0.003779317,0.437609805,0,0,3.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,94
1917,CHOLINE CHLORIDE,oxalic acid,0,0.5,0.5,0,0,0,1,0,0,313.2,1.2567,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,,-22.68236862,-0.700947448,0,3.5,0,0.003779317,0.437609805,0,0,3.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,94
1918,CHOLINE CHLORIDE,oxalic acid,0,0.5,0.5,0,0,0,1,0,0,323.2,1.2496,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,,-22.68236862,-0.700947448,0,3.5,0,0.003779317,0.437609805,0,0,3.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,94
1919,CHOLINE CHLORIDE,oxalic acid,0,0.5,0.5,0,0,0,1,0,0,333.2,1.2426,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,,-22.68236862,-0.700947448,0,3.5,0,0.003779317,0.437609805,0,0,3.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,94
1920,CHOLINE CHLORIDE,oxalic acid,0,0.5,0.5,0,0,0,1,0,0,343.2,1.2356,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,,-22.68236862,-0.700947448,0,3.5,0,0.003779317,0.437609805,0,0,3.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,94
1921,CHOLINE CHLORIDE,oxalic acid,0,0.5,0.5,0,0,0,1,0,0,353.2,1.2287,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,,-22.68236862,-0.700947448,0,3.5,0,0.003779317,0.437609805,0,0,3.5,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,94
1922,CHOLINE CHLORIDE,malonic acid,0,0.5,0.5,0,0,0,1,0,0,293.2,1.2267,C[N+](C)(C)CCO.[Cl-],C(C(=O)O)C(=O)O,,-22.68236862,1.938578828,0,3.5,0,0.00400865,0.41336458,0,0,4,0.5,2.5,0,0,0,0,0.5,0,0,0,0,0,92
